cancer_type,trial_id,rule_text,Overall,White,Asian,African-American,Female,Male,<18,18-50,50-65,>65
colorectal_cancer,NCT02563002,"the patient has another malignancy that is progressing or requires active treatment, except for non-melanomatous skin cancer that has undergone potentially curative therapy and in situ cervical carcinoma**descriptive",44.72279260780287,47.919876733436055,21.311475409836067,33.48946135831382,47.911921032649964,40.96601073345259,,36.2962962962963,36.80154142581888,47.669848399775404
colorectal_cancer,NCT02563002,the patient has aspartate aminotransferase (ast) and alanine aminotransferase (alt) levels less than or equal to 2.5 times the upper limit of normal (uln) or less than or equal to 5 times the uln for subjects with liver metastases**descriptive,22.95687885010267,25.3723677452491,16.39344262295082,12.880562060889929,9.263477600607441,39.08765652951699,,20.74074074074074,20.616570327552985,23.806850084222347
colorectal_cancer,NCT02563002,the patient has had radiation therapy within 4 weeks prior to randomization and has not recovered to baseline from adverse events due to radiation therapy**descriptive,5.256673511293634,6.420133538777606,0.0,0.702576112412178,2.126044039483675,8.94454382826476,,0.7407407407407407,2.3121387283236996,6.457046603032005
colorectal_cancer,NCT02563002,the patient has known active central nervous system metastases and/or carcinomatous meningitis**descriptive,4.394250513347022,4.571135079609656,8.19672131147541,3.0444964871194378,3.7965072133637054,5.098389982110913,,5.925925925925926,4.238921001926783,4.323413812464907
colorectal_cancer,NCT02563002,the patient has known psychiatric or substance abuse disorders that would interfere with cooperation with the requirements of the study**descriptive,0.12320328542094455,0.15408320493066255,0.0,0.0,0.15186028853454822,0.08944543828264759,,0.0,0.1926782273603083,0.11229646266142616
colorectal_cancer,NCT02563002,the patient has locally confirmed mmr deficient (dmmr) or microsatellite instability high (msi h) stage iv colorectal carcinoma**descriptive,11.950718685831623,12.994350282485875,3.278688524590164,8.430913348946136,5.694760820045558,19.32021466905188,,5.185185185185185,6.551059730250482,14.03705783267827
colorectal_cancer,NCT02563002,"the patient has received prior adjuvant chemotherapy for colorectal cancer, completed at least 6 months prior to randomization**descriptive",3.9835728952772076,3.9548022598870056,3.278688524590164,4.215456674473068,2.885345482156416,5.277280858676208,,5.185185185185185,2.504816955684008,4.323413812464907
colorectal_cancer,NCT02563002,the patient has received prior systemic therapy for stage iv colorectal cancer**descriptive,3.7782340862423,4.057524396507447,4.918032786885246,2.34192037470726,4.6317388003037205,2.7728085867620753,,3.7037037037037037,3.275529865125241,3.930376193149916
colorectal_cancer,NCT02563002,"the patient has received prior therapy with an immune checkpoint inhibitor (such as anti-pd-1, anti-pd-l1, anti-pd-l2, or anti-ctla-4 agents)**descriptive",0.2874743326488706,0.3081664098613251,1.639344262295082,0.0,0.30372057706909644,0.26833631484794274,,0.7407407407407407,0.7707129094412332,0.11229646266142616
colorectal_cancer,NCT02563002,"the patient is a female of childbearing potential and is willing to use an adequate method of contraception for the course of the study starting with the first dose of study medication through 180 days after the last dose of study medication for the chemotherapy arm and 120 days for pembrolizumab (mk 3475) arm, whichever is later**descriptive",0.6160164271047228,0.6676938880328711,1.639344262295082,0.234192037470726,0.6074411541381929,0.6261180679785331,,0.0,0.1926782273603083,0.7860752386299832
colorectal_cancer,NCT02563002,the patient is a male of childbearing potential and agrees to use an adequate method of contraception starting with the first dose of study medication through 180 days after the last dose of study medication for the chemotherapy arm (no contraception requirement for pembrolizumab [mk 3475] arm); abstinence is acceptable if this is the usual lifestyle for the subject**descriptive,5.790554414784395,6.728299948638932,6.557377049180328,1.405152224824356,3.568716780561883,8.407871198568873,,2.962962962962963,2.697495183044316,6.906232453677709
colorectal_cancer,NCT03750786,min absolute neutrophil count (10^9/l)**1.5,40.04106776180698,42.1160760143811,37.704918032786885,30.91334894613583,34.47228549734245,46.601073345259394,,38.51851851851852,41.61849710982659,39.69679955081415
colorectal_cancer,NCT03750786,min creatinine clearance (ml/min)**50.0,12.772073921971252,13.148433487416538,14.754098360655737,10.772833723653395,8.5041761579347,17.79964221824687,,9.62962962962963,10.982658959537572,13.531723750701852
colorectal_cancer,NCT03750786,min hemoglobin (g/l)**80.0,58.110882956878854,59.1165896250642,49.18032786885246,54.80093676814988,59.68109339407745,56.26118067978533,,54.074074074074076,52.215799614643544,60.13475575519371
colorectal_cancer,NCT03750786,min thrombocytes (10^9/l)**100.0,27.351129363449694,28.864920390344118,22.950819672131146,21.07728337236534,14.958238420652998,41.94991055456172,,25.185185185185187,26.97495183044316,27.624929814710836
colorectal_cancer,NCT03750786,min time since surgery excluding previous diagnostic biopsy (days)**28.0,0.5749486652977412,0.6676938880328711,0.0,0.234192037470726,0.9870918754745635,0.08944543828264759,,2.2222222222222223,0.9633911368015414,0.3368893879842785
colorectal_cancer,NCT03750786,the patient currently has a chronic infection or uncontrolled serious illness causing immunodeficiency**descriptive,32.40246406570842,34.514637904468415,24.59016393442623,23.88758782201405,28.85345482156416,36.58318425760286,,27.40740740740741,26.396917148362235,34.53116226838855
colorectal_cancer,NCT03750786,the patient currently has ctcae grade 3 or higher diarrhea**descriptive,0.9034907597535934,0.8731381612737545,0.0,1.17096018735363,1.442672741078208,0.26833631484794274,,1.4814814814814814,0.9633911368015414,0.8422234699606962
colorectal_cancer,NCT03750786,"the patient has a malignant tumor other than colorectal adenocarcinoma, either currently or within the previous five years, except for curatively treated nonmelanoma skin cancer or in situ carcinoma of the cervix**descriptive",91.21149897330595,90.70364663585002,88.52459016393442,93.91100702576112,93.47000759301443,88.5509838998211,,87.4074074074074,89.21001926782273,92.08309938236945
colorectal_cancer,NCT03750786,the patient has a serious medical or psychiatric illness likely to interfere with participation in this clinical study**descriptive,11.786447638603697,12.480739599383668,3.278688524590164,9.836065573770492,12.148823082763858,11.359570661896242,,8.148148148148149,10.597302504816955,12.408759124087592
colorectal_cancer,NCT03750786,the patient has an indication for any metastatic colorectal cancer mcrc surgery or anti cancer treatment other than the study treatment**descriptive,5.708418891170431,5.649717514124294,1.639344262295082,6.557377049180328,7.593014426727411,3.488372093023256,,1.4814814814814814,4.431599229287091,6.400898371701292
colorectal_cancer,NCT03750786,"the patient has any condition that, in the opinion of the investigator, could compromise the patient's safety or adherence to the study protocol**descriptive",4.887063655030801,5.44427324088341,0.0,3.0444964871194378,5.8466211085801065,3.7567084078711988,,4.444444444444445,4.238921001926783,5.109489051094891
colorectal_cancer,NCT03750786,"the patient has ast and alt less than 3 times the upper limit of normal (uln), or less than 5 times the uln in case of liver metastases**descriptive",1.1498973305954825,1.386748844375963,0.0,0.234192037470726,0.6074411541381929,1.7889087656529516,,0.7407407407407407,0.0,1.5160022459292533
colorectal_cancer,NCT03750786,the patient has biopsy material available from the primary tumor or metastasis for analysis of tumor gene expression**descriptive,2.9568788501026693,3.184386235233693,3.278688524590164,1.873536299765808,2.733485193621868,3.2200357781753133,,0.7407407407407407,2.697495183044316,3.200449185850646
colorectal_cancer,NCT03750786,the patient has colorectal adenocarcinoma verified by biopsy**descriptive,39.30184804928131,40.93477144324602,16.39344262295082,35.1288056206089,44.95064540622627,32.64758497316637,,21.48148148148148,27.360308285163775,44.13250982594048
colorectal_cancer,NCT03750786,the patient has known or suspected central nervous system cns metastases**descriptive,1.7248459958932238,1.9517205957883923,1.639344262295082,0.702576112412178,0.7593014426727411,2.862254025044723,,0.7407407407407407,0.9633911368015414,2.021336327905671
colorectal_cancer,NCT03750786,"the patient has non resectable metastatic colorectal cancer planned for first line therapy with 5 fu, leucovorin, oxaliplatin, and bevacizumab**descriptive",1.8069815195071868,1.9003595274781715,1.639344262295082,1.405152224824356,2.9612756264236904,0.4472271914132379,,0.7407407407407407,1.1560693641618498,2.077484559236384
colorectal_cancer,NCT03750786,"the patient has ongoing drug or alcohol abuse, as deemed by the investigator**descriptive",13.51129363449692,13.662044170518747,1.639344262295082,14.519906323185012,10.554290053151101,16.99463327370304,,7.407407407407407,12.716763005780347,14.20550252667041
colorectal_cancer,NCT03750786,the patient has total bilirubin less than 1.5 times the upper limit of normal (uln)**descriptive,17.412731006160165,16.84643040575244,14.754098360655737,20.374707259953162,9.339407744874716,26.923076923076923,,14.074074074074074,14.45086705202312,18.528916339135318
colorectal_cancer,NCT03750786,"the patient has unresolved bowel obstruction, uncontrolled crohn’s disease, or ulcerative colitis**descriptive",73.42915811088295,75.346687211094,57.377049180327866,66.97892271662764,76.91723614274868,69.32021466905188,,68.88888888888889,68.01541425818883,75.35092644581695
colorectal_cancer,NCT03750786,the patient is a female of childbearing potential with a negative urine pregnancy test and uses adequate contraceptive measures**descriptive,1.6016427104722792,1.9003595274781715,1.639344262295082,0.234192037470726,0.7593014426727411,2.59391771019678,,0.7407407407407407,0.7707129094412332,1.9090398652442448
colorectal_cancer,NCT03750786,the patient is a male who uses adequate contraceptive measures**descriptive,2.135523613963039,2.568053415511043,1.639344262295082,0.234192037470726,0.9870918754745635,3.488372093023256,,0.7407407407407407,1.1560693641618498,2.526670409882089
colorectal_cancer,NCT03750786,the patient is breastfeeding**descriptive,0.4517453798767967,0.5649717514124294,0.0,0.0,0.5315110098709187,0.35778175313059035,,0.0,0.3853564547206166,0.5053340819764177
colorectal_cancer,NCT04776148,brain metastases**not present,4.147843942505133,3.5952747817154598,0.0,7.259953161592506,2.277904328018223,6.350626118067979,,0.7407407407407407,3.8535645472061657,4.491858506457047
colorectal_cancer,NCT04776148,"fluoropyrimidine, irinotecan, and oxaliplatin**descriptive",2.217659137577002,2.41397021058038,0.0,1.639344262295082,1.5945330296127562,2.9516994633273703,,1.4814814814814814,2.697495183044316,2.133632790567097
colorectal_cancer,NCT04776148,max diastolic blood pressure (mm hg)**90.0,7.186858316221766,7.858243451463791,3.278688524590164,4.68384074941452,3.340926347760061,11.717352415026834,,6.666666666666667,5.202312138728324,7.804604154969119
colorectal_cancer,NCT04776148,max systolic blood pressure (mm hg)**150.0,8.131416837782341,8.474576271186441,9.836065573770492,6.323185011709602,6.83371298405467,9.66010733452594,,5.925925925925926,7.514450867052023,8.478382930937675
colorectal_cancer,NCT04776148,min absolute neutrophil count (/µl)**1500.0,37.53593429158111,40.164355418592706,32.78688524590164,26.229508196721312,19.0584662110858,59.30232558139535,,35.55555555555556,35.067437379576106,38.40539023020775
colorectal_cancer,NCT04776148,min albumin (g/dl)**3.0,7.392197125256674,7.601438109912686,4.918032786885246,6.791569086651054,4.328018223234624,11.001788908765652,,5.925925925925926,4.431599229287091,8.366086468276249
colorectal_cancer,NCT04776148,min hemoglobin (g/dl)**9.0,22.6694045174538,24.19106317411402,13.114754098360656,17.096018735362996,11.617312072892938,35.688729874776385,,19.25925925925926,18.689788053949904,24.087591240875913
colorectal_cancer,NCT04776148,min hemoglobin (mmol/l)**5.6,19.50718685831622,20.49306625577812,13.114754098360656,15.925058548009368,16.856492027334852,22.62969588550984,,13.333333333333334,14.45086705202312,21.448624368332396
colorectal_cancer,NCT04776148,min platelet count (/µl)**100000.0,39.87679671457906,42.1160760143811,37.704918032786885,29.97658079625293,21.943811693242218,61.001788908765654,,35.55555555555556,36.030828516377646,41.325098259404825
colorectal_cancer,NCT04776148,min urine protein (gram/24 hours)**1.0,31.704312114989733,33.69286081150488,24.59016393442623,23.653395784543324,16.552771450265755,49.55277280858676,,20.74074074074074,27.167630057803468,33.85738349241999
colorectal_cancer,NCT04776148,the female patient is not pregnant or breastfeeding**descriptive,1.8480492813141685,2.157164869029276,1.639344262295082,0.468384074941452,0.8352315869400152,3.041144901610018,,1.4814814814814814,0.9633911368015414,2.133632790567097
colorectal_cancer,NCT04776148,the male patient agrees to be abstinent from heterosexual intercourse as their preferred and usual lifestyle or to use contraception unless confirmed to be azoospermic**descriptive,0.12320328542094455,0.1027221366204417,0.0,0.234192037470726,0.15186028853454822,0.08944543828264759,,0.0,0.3853564547206166,0.05614823133071308
colorectal_cancer,NCT04776148,the male patient agrees to use a male condom plus partner use of an additional contraceptive method when having penile vaginal intercourse with a woman of childbearing potential who is not currently pregnant**descriptive,0.04106776180698152,0.05136106831022085,0.0,0.0,0.0,0.08944543828264759,,0.0,0.0,0.05614823133071308
colorectal_cancer,NCT04776148,the male patient with a pregnant or breastfeeding partner agrees to remain abstinent from penile vaginal intercourse or use a male condom during each episode of penile vaginal penetration**descriptive,1.9712525667351128,2.4653312788906008,0.0,0.0,0.15186028853454822,4.114490161001789,,0.0,0.7707129094412332,2.470522178551376
colorectal_cancer,NCT04776148,the male patient’s contraception period continues for at least 7 days after discontinuation of lenvatinib**descriptive,4.1067761806981515,4.9306625577812015,0.0,0.936768149882904,0.9111617312072893,7.8711985688729875,,0.7407407407407407,2.8901734104046244,4.716451431779899
colorectal_cancer,NCT04776148,the male patient’s contraceptive use is consistent with local regulations regarding methods of contraception for those participating in clinical studies**descriptive,4.1067761806981515,5.084745762711864,0.0,0.234192037470726,0.30372057706909644,8.586762075134168,,5.185185185185185,1.9267822736030829,4.660303200449186
colorectal_cancer,NCT04776148,the patient has a diagnosis of immunodeficiency or is receiving chronic systemic steroid therapy exceeding 10 mg daily of prednisone equivalent or any other form of immunosuppressive therapy within 7 days prior to the first dose of study medication**descriptive,1.4373716632443532,1.6435541859270673,1.639344262295082,0.468384074941452,0.45558086560364464,2.59391771019678,,0.0,1.1560693641618498,1.6282987085906795
colorectal_cancer,NCT04776148,"the patient has a gastrointestinal condition, such as malabsorption, that might affect the absorption of the study drug**descriptive",11.252566735112936,12.429378531073446,6.557377049180328,6.557377049180328,10.630220197418375,11.985688729874777,,10.37037037037037,8.477842003853565,12.128017967434026
colorectal_cancer,NCT04776148,"the patient has a histologically or cytologically confirmed diagnosis of unresectable and metastatic colorectal adenocarcinoma (stage iv a, b, or c as defined by ajcc 8th edition)**descriptive",1.0266940451745379,1.078582434514638,0.0,0.936768149882904,0.8352315869400152,1.2522361359570662,,0.0,0.5780346820809249,1.235261089275688
colorectal_cancer,NCT04776148,the patient has a history of arterial thromboembolism within 12 months of start of study drug**descriptive,3.696098562628337,3.7493579866461224,1.639344262295082,3.747072599531616,4.479878511769172,2.7728085867620753,,3.7037037037037037,3.468208092485549,3.7619314991577766
colorectal_cancer,NCT04776148,the patient has a history of non infectious pneumonitis that required steroids or has current pneumonitis**descriptive,4.271047227926078,4.9306625577812015,1.639344262295082,1.639344262295082,1.5945330296127562,7.4239713774597496,,2.2222222222222223,2.504816955684008,4.941044357102752
colorectal_cancer,NCT04776148,"the patient has a known additional malignancy that is progressing or has required active treatment within the past 3 years, except for early stage cancers treated with curative intent, basal cell carcinoma of the skin, squamous cell carcinoma of the skin, in situ cervical cancer, or in situ breast cancer that has undergone potentially curative therapy**descriptive",17.28952772073922,18.2331792501284,8.19672131147541,14.285714285714286,13.287775246772968,22.003577817531305,,10.37037037037037,11.560693641618498,19.48343627175744
colorectal_cancer,NCT04776148,the patient has a known history of hepatitis b (defined as hbsag reactive) or known active hepatitis c virus infection (defined as hcv rna [qualitative] is detected)**descriptive,4.024640657084189,3.7493579866461224,0.0,5.85480093676815,2.4297646165527715,5.903398926654741,,2.962962962962963,4.8169556840077075,3.874227961819203
colorectal_cancer,NCT04776148,the patient has a known history of hiv infection**descriptive,1.7659137577002053,1.4381099126861838,0.0,3.51288056206089,2.201974183750949,1.2522361359570662,,0.0,2.1194605009633913,1.7967434025828186
colorectal_cancer,NCT04776148,the patient has a known psychiatric or substance abuse disorder that would interfere with the ability to cooperate with the requirements of the study**descriptive,0.04106776180698152,0.05136106831022085,0.0,0.0,0.0,0.08944543828264759,,0.0,0.0,0.05614823133071308
colorectal_cancer,NCT04776148,the patient has a life expectancy of at least 3 months based on investigator assessment**descriptive,39.671457905544145,37.493579866461225,40.98360655737705,49.414519906323186,66.89445709946848,7.602862254025045,,46.666666666666664,41.23314065510597,38.68613138686131
colorectal_cancer,NCT04776148,"the patient has a serious nonhealing wound, ulcer, or bone fracture**descriptive",2.5872689938398357,2.773497688751926,3.278688524590164,1.639344262295082,1.366742596810934,4.025044722719142,,0.7407407407407407,2.1194605009633913,2.863559797866367
colorectal_cancer,NCT04776148,the patient has a tumor that is msi-h/dmmr as determined by local testing**descriptive,0.7802874743326489,0.8217770929635336,0.0,0.702576112412178,0.683371298405467,0.8944543828264758,,0.0,0.3853564547206166,0.9545199326221224
colorectal_cancer,NCT04776148,the patient has adequate organ function as defined by the following laboratory values collected within 3 days prior to the start of study intervention**descriptive,16.016427104722794,19.003595274781716,1.639344262295082,4.4496487119437935,4.403948367501898,29.695885509838998,,12.592592592592593,9.826589595375722,18.079730488489613
colorectal_cancer,NCT04776148,"the patient has adequately controlled blood pressure with or without antihypertensive medications, defined as blood pressure ≤150/90 mm hg with no change in antihypertensive medications within 1 week prior to randomization**descriptive",10.513347022587268,12.480739599383668,1.639344262295082,2.810304449648712,2.3538344722854974,20.125223613595708,,4.444444444444445,7.129094412331407,11.959573273441887
colorectal_cancer,NCT04776148,"the patient has an active autoimmune disease that has required systemic treatment in the past 2 years, except for replacement therapy such as thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency**descriptive",12.361396303901437,14.586543400102721,3.278688524590164,3.51288056206089,8.276385725132878,17.173524150268335,,8.148148148148149,9.248554913294798,13.587871982032565
colorectal_cancer,NCT04776148,the patient has an active infection requiring systemic therapy**descriptive,3.080082135523614,2.722136620441705,0.0,5.152224824355972,4.100227790432802,1.8783542039355994,,1.4814814814814814,1.7341040462427746,3.5934868051656372
colorectal_cancer,NCT04776148,the patient has an ecog performance status of 0 to 1 within 3 days prior to randomization**descriptive,34.41478439425051,32.30611196712891,39.34426229508197,43.32552693208431,61.04783599088838,3.041144901610018,,39.25925925925926,35.83815028901734,33.63279056709714
colorectal_cancer,NCT04776148,the patient has ast (sgot) and alt (sgpt) ≤2.5 × uln (≤5 × uln for participants with liver metastases)**descriptive,0.16427104722792607,0.2054442732408834,0.0,0.0,0.15186028853454822,0.17889087656529518,,0.0,0.0,0.22459292532285233
colorectal_cancer,NCT04776148,"the patient has been previously treated for their disease and has shown disease progression as defined by recist 1.1 on or after, or could not tolerate standard treatment**descriptive",0.8213552361396304,0.9758602978941961,1.639344262295082,0.0,0.30372057706909644,1.4311270125223614,,0.7407407407407407,0.9633911368015414,0.7860752386299832
colorectal_cancer,NCT04776148,"the patient has clinically significant cardiovascular disease within 12 months from first dose of study intervention, including new york heart association class iii or iv congestive heart failure, unstable angina, myocardial infarction, cerebral vascular accident, or cardiac arrhythmia associated with hemodynamic instability**descriptive",8.870636550308008,9.347714432460196,0.0,7.962529274004684,8.580106302201974,9.2128801431127,,7.407407407407407,5.5876685934489405,9.938236945536216
colorectal_cancer,NCT04776148,the patient has creatinine ≤1.5 × upper limit of normal (uln) or measured or calculated creatinine clearance ≥30 ml/min for creatinine levels >1.5 × institutional uln**descriptive,18.151950718685832,19.465844889573702,6.557377049180328,13.817330210772834,8.276385725132878,29.785330948121647,,9.62962962962963,15.414258188824663,19.595732734418867
colorectal_cancer,NCT04776148,"the patient has inr or pt and aptt ≤1.5 × uln unless receiving anticoagulant therapy, as long as pt or aptt is within the therapeutic range of intended use of anticoagulants**descriptive",0.6160164271047228,0.4622496147919877,3.278688524590164,0.936768149882904,1.1389521640091116,0.0,,3.7037037037037037,1.5414258188824663,0.11229646266142616
colorectal_cancer,NCT04776148,the patient has known central nervous system metastases and/or carcinomatous meningitis**descriptive,5.749486652977413,5.546995377503852,4.918032786885246,6.791569086651054,3.7965072133637054,8.050089445438283,,5.185185185185185,5.202312138728324,5.951712521055587
colorectal_cancer,NCT04776148,the patient has left ventricular ejection fraction (lvef) below the institutional or local laboratory normal range as determined by muga or echo**descriptive,13.182751540041068,14.175654853620955,4.918032786885246,9.836065573770492,20.273348519362187,4.83005366726297,,13.333333333333334,9.441233140655106,14.261650758001123
colorectal_cancer,NCT04776148,the patient has measurable disease per recist 1.1 assessed by the investigator**descriptive,2.0944558521560577,2.362609142270159,1.639344262295082,0.936768149882904,1.366742596810934,2.9516994633273703,,0.7407407407407407,0.9633911368015414,2.526670409882089
colorectal_cancer,NCT04776148,the patient has preexisting grade 3 or higher gastrointestinal or nongastrointestinal fistula**descriptive,9.938398357289527,10.272213662044171,8.19672131147541,8.665105386416862,7.137433561123766,13.237924865831843,,3.7037037037037037,5.780346820809249,11.622683885457608
colorectal_cancer,NCT04776148,the patient has previously received regorafenib or tas 102**descriptive,0.2053388090349076,0.2054442732408834,0.0,0.234192037470726,0.37965072133637057,0.0,,0.0,0.0,0.2807411566535654
colorectal_cancer,NCT04776148,"the patient has provided to a designated central laboratory an archival tumor tissue sample or a newly obtained core, incisional, or excisional biopsy of a tumor lesion which has not been previously irradiated**descriptive",0.2053388090349076,0.25680534155110424,0.0,0.0,0.0,0.4472271914132379,,0.0,0.0,0.2807411566535654
colorectal_cancer,NCT04776148,the patient has radiographic evidence of encasement or invasion of a major blood vessel or intratumoral cavitation**descriptive,23.121149897330596,27.272727272727273,9.836065573770492,6.0889929742388755,15.869400151860289,31.663685152057244,,20.0,16.95568400770713,25.154407636159462
colorectal_cancer,NCT04776148,"the patient has received biologic response modifiers, such as granulocyte colony stimulating factor, within 4 weeks before study entry, except for chronic erythropoietin therapy with no dose adjustments within 2 months before first dose of study treatment**descriptive",6.652977412731006,6.163328197226503,8.19672131147541,8.665105386416862,11.313591495823841,1.1627906976744187,,8.148148148148149,7.514450867052023,6.2886019090398655
colorectal_cancer,NCT04776148,"the patient has received prior radiotherapy within 2 weeks of start of study intervention and has not recovered from all radiation related toxicities, requires corticosteroids, or has had radiation pneumonitis**descriptive",1.6837782340862424,1.7976373908577299,0.0,1.405152224824356,0.9870918754745635,2.5044722719141324,,0.7407407407407407,1.348747591522158,1.8528916339135317
colorectal_cancer,NCT04776148,"the patient has received prior systemic anti cancer therapy, including investigational agents, within 28 days prior to randomization and has not recovered from all adverse events due to previous therapies to grade 1 or baseline, except for grade 2 neuropathy or endocrine related adverse events grade 2 or lower requiring treatment or hormone replacement**descriptive",1.8069815195071868,1.9517205957883923,1.639344262295082,1.17096018735363,2.5056947608200457,0.9838998211091234,,0.0,1.348747591522158,2.077484559236384
colorectal_cancer,NCT04776148,the patient has severe hypersensitivity (grade 3 or higher) to pembrolizumab and/or any of its excipients**descriptive,3.7371663244353184,3.9548022598870056,1.639344262295082,3.0444964871194378,5.8466211085801065,1.2522361359570662,,5.185185185185185,3.6608863198458574,3.6496350364963503
colorectal_cancer,NCT04776148,the patient has the ability to swallow capsules or ingest a suspension orally or by a feeding tube**descriptive,9.527720739219713,9.70724191063174,9.836065573770492,8.665105386416862,9.03568716780562,10.107334525939176,,6.666666666666667,9.248554913294798,9.82594048287479
colorectal_cancer,NCT04776148,the patient has total bilirubin ≤1.5 × uln or direct bilirubin ≤uln for participants with total bilirubin levels >1.5 × uln**descriptive,10.390143737166325,10.477657935285054,6.557377049180328,10.53864168618267,5.466970387243736,16.189624329159212,,10.37037037037037,7.321772639691715,11.28579449747333
colorectal_cancer,NCT04776148,"the patient is currently participating in or has participated in a study of an investigational agent or has used an investigational device within 28 days prior to the first dose of study intervention, unless in the follow up phase and 28 days have passed since the last dose**descriptive",6.447638603696099,6.214689265536723,11.475409836065573,6.791569086651054,10.478359908883826,1.6994633273703041,,8.88888888888889,7.129094412331407,6.064008983717013
colorectal_cancer,NCT04776148,the patient may have received anti-egfr monoclonal antibodies (cetuximab or panitumumab) if ras (kras/nras) wild-type**descriptive,1.88911704312115,1.694915254237288,3.278688524590164,2.576112412177986,3.2649962034927866,0.26833631484794274,,2.2222222222222223,1.9267822736030829,1.8528916339135317
colorectal_cancer,NCT04776148,the patient may have received capecitabine as equivalent to fluoropyrimidine in prior therapy**descriptive,0.4517453798767967,0.4622496147919877,1.639344262295082,0.234192037470726,0.8352315869400152,0.0,,0.0,0.1926782273603083,0.5614823133071308
